Time,OverstimulationLevel,AdaptedLevel,AdaptationMultiplier,HeadRotationSpeed,DiscomfortLevel,ActiveTriggers
30.368,1.0000,0.8000,0.8000,136.07,1.0000,1
30.479,1.0000,0.8000,0.8000,135.27,1.0000,1
30.591,1.0000,0.8000,0.8000,137.66,1.0000,1
30.702,1.0000,0.8000,0.8000,135.77,1.0000,1
30.815,1.0000,0.8000,0.8000,134.28,1.0000,1
30.926,1.0000,0.8000,0.8000,138.78,1.0000,1
31.035,1.0000,0.8000,0.8000,146.36,1.0000,1
31.145,1.0000,0.8000,0.8000,153.14,1.0000,1
31.246,1.0000,0.8000,0.8000,152.33,1.0000,1
31.359,1.0000,0.8000,0.8000,148.60,1.0000,1
31.470,1.0000,0.8000,0.8000,146.10,1.0000,1
31.581,1.0000,0.8000,0.8000,151.29,1.0000,1
31.693,1.0000,0.8000,0.8000,161.08,1.0000,1
31.803,1.0000,0.8000,0.8000,163.24,1.0000,1
31.908,1.0000,0.8000,0.8000,160.72,1.0000,1
32.008,1.0000,0.8000,0.8000,153.46,1.0000,1
32.112,1.0000,0.8000,0.8000,148.28,1.0000,1
32.216,1.0000,0.8000,0.8000,140.67,1.0000,1
32.316,1.0000,0.8000,0.8000,137.61,1.0000,1
32.417,1.0000,0.8000,0.8000,140.23,1.0000,1
32.531,1.0000,0.8000,0.8000,141.75,1.0000,1
32.640,1.0000,0.8000,0.8000,140.69,1.0000,1
32.747,1.0000,0.8000,0.8000,144.32,1.0000,1
32.851,1.0000,0.8000,0.8000,142.94,1.0000,1
32.956,1.0000,0.8000,0.8000,136.47,1.0000,1
33.060,1.0000,0.8000,0.8000,132.59,1.0000,1
33.168,1.0000,0.8000,0.8000,132.43,1.0000,1
33.269,1.0000,0.8000,0.8000,140.90,1.0000,1
33.377,1.0000,0.8000,0.8000,150.68,1.0000,1
33.489,1.0000,0.8000,0.8000,159.33,1.0000,1
33.599,1.0000,0.8000,0.8000,161.09,1.0000,1
33.710,1.0000,0.8000,0.8000,154.84,1.0000,1
33.821,1.0000,0.8000,0.8000,144.13,1.0000,1
33.932,1.0000,0.8000,0.8000,135.12,1.0000,1
34.043,1.0000,0.8000,0.8000,138.09,1.0000,1
34.156,1.0000,0.8000,0.8000,147.44,1.0000,1
34.268,1.0000,0.8000,0.8000,162.12,1.0000,1
34.380,1.0000,0.8000,0.8000,169.98,1.0000,1
34.490,1.0000,0.8000,0.8000,171.63,1.0000,1
34.604,1.0000,0.8000,0.8000,171.16,1.0000,1
34.706,1.0000,0.8000,0.8000,172.96,1.0000,1
34.808,1.0000,0.8000,0.8000,175.08,1.0000,1
34.909,1.0000,0.8000,0.8000,175.47,1.0000,1
35.012,1.0000,0.8000,0.8000,174.09,1.0000,1
35.115,1.0000,0.8000,0.8000,168.83,1.0000,1
35.219,1.0000,0.8000,0.8000,163.91,1.0000,1
35.324,1.0000,0.8000,0.8000,154.39,1.0000,1
35.428,1.0000,0.8000,0.8000,147.89,1.0000,1
35.541,1.0000,0.8000,0.8000,139.93,1.0000,1
35.644,1.0000,0.8000,0.8000,133.22,1.0000,1
35.746,1.0000,0.8000,0.8000,135.33,1.0000,1
35.855,1.0000,0.8000,0.8000,143.43,1.0000,1
35.965,1.0000,0.8000,0.8000,155.57,1.0000,1
36.078,1.0000,0.8000,0.8000,158.73,1.0000,1
36.195,1.0000,0.8000,0.8000,157.91,1.0000,1
36.306,1.0000,0.8000,0.8000,144.98,1.0000,1
36.410,1.0000,0.8000,0.8000,136.53,1.0000,1
36.522,1.0000,0.8000,0.8000,143.14,1.0000,1
36.635,1.0000,0.8000,0.8000,152.11,1.0000,1
36.747,1.0000,0.8000,0.8000,160.97,1.0000,1
36.857,1.0000,0.8000,0.8000,166.63,1.0000,1
36.961,1.0000,0.8000,0.8000,169.93,1.0000,1
